"County","Agency","Year","Months Reported","Index Total","Violent Total","Murder","Rape","Robbery","Aggravated Assault","Property Total","Burglary","Larceny","Motor Vehicle Theft","Region"
"Ulster","SUNY College At New Paltz","2000",,"88","1","0","0","1","0","87","1","86","0","Non-New York City"
"Ulster","Ulster County Sheriff","2000",,"245","28","0","5","3","20","217","57","160","0","Non-New York City"
"Ulster","Ulster County State Police","2000",,"854","146","1","4","7","134","708","186","466","56","Non-New York City"
"Ulster","Ulster Town PD","2000",,"289","10","0","0","6","4","279","42","220","17","Non-New York City"
"Ulster","Woodstock Town PD","2000",,"172","3","0","0","1","2","169","37","130","2","Non-New York City"
"Warren","County Total","2000",,"1,774","110","0","15","8","87","1,664","280","1,335","49","Non-New York City"
"Warren","Glens Falls City PD","2000",,"600","40","0","3","2","35","560","93","459","8","Non-New York City"
"Warren","Warren County Sheriff","2000",,"946","61","0","11","4","46","885","167","689","29","Non-New York City"
"Warren","Warren County State Police","2000",,"228","9","0","1","2","6","219","20","187","12","Non-New York City"
"Washington","Cambridge Vg PD","2000",,"61","4","0","1","0","3","57","13","41","3","Non-New York City"
"Washington","County Total","2000",,"1,111","206","0","9","3","194","905","248","632","25","Non-New York City"
"Washington","Fort Edward Vg PD","2000",,"102","16","0","1","0","15","86","14","70","2","Non-New York City"
"Washington","Granville Vg PD","2000",,"88","2","0","1","0","1","86","20","65","1","Non-New York City"
"Washington","Greenwich Vg PD","2000",,"59","10","0","0","1","9","49","7","42","0","Non-New York City"
"Washington","Hudson Falls Vg PD","2000",,"176","13","0","1","2","10","163","38","119","6","Non-New York City"
"Washington","Washington County Sheriff","2000",,"415","113","0","3","0","110","302","108","191","3","Non-New York City"
"Washington","Washington County State Police","2000",,"210","48","0","2","0","46","162","48","104","10","Non-New York City"
"Wayne","Clyde Vg PD","2000",,"63","3","0","1","0","2","60","6","54","0","Non-New York City"
"Wayne","County Total","2000",,"2,151","121","2","12","13","94","2,030","383","1,580","67","Non-New York City"
"Wayne","Lyons Vg PD","2000",,"158","10","0","1","0","9","148","28","114","6","Non-New York City"
"Wayne","Macedon Town and Vg PD","2000",,"131","6","0","0","0","6","125","27","96","2","Non-New York City"
"Wayne","Newark Vg PD","2000",,"499","32","0","2","5","25","467","62","388","17","Non-New York City"
"Wayne","Palmyra Vg PD","2000",,"84","2","0","0","0","2","82","7","74","1","Non-New York City"
"Wayne","Sodus Vg PD","2000",,"41","2","0","0","0","2","39","4","35","0","Non-New York City"
"Wayne","Wayne County Sheriff","2000",,"688","39","2","8","4","25","649","143","480","26","Non-New York City"
"Wayne","Wayne County State Police","2000",,"487","27","0","0","4","23","460","106","339","15","Non-New York City"
"Westchester","Ardsley Vg PD","2000",,"50","4","0","0","2","2","46","6","34","6","Non-New York City"
"Westchester","Bedford Town PD","2000",,"262","22","0","2","3","17","240","40","186","14","Non-New York City"
"Westchester","Briarcliff Manor Vg PD","2000",,"83","8","0","1","0","7","75","7","62","6","Non-New York City"
"Westchester","Bronxville Vg PD","2000",,"89","3","0","0","0","3","86","4","58","24","Non-New York City"
"Westchester","Buchanan Vg PD","2000",,"29","3","0","0","0","3","26","2","24","0","Non-New York City"
"Westchester","County Total","2000",,"22,034","2,624","31","99","1,002","1,492","19,410","2,854","13,957","2,599","Non-New York City"
"Westchester","Croton-Kensico PCT (NYC-BWSP)","2000",,"36","1","0","1","0","0","35","0","35","0","Non-New York City"
"Westchester","Croton-On-Hudson Vg PD","2000",,"140","8","0","0","0","8","132","18","103","11","Non-New York City"
"Westchester","Dobbs Ferry Vg PD","2000",,"175","23","0","3","4","16","152","46","97","9","Non-New York City"
"Westchester","Eastchester Town PD","2000",,"464","13","0","0","2","11","451","26","374","51","Non-New York City"
"Westchester","Elmsford Vg PD","2000",,"108","11","0","0","3","8","97","19","75","3","Non-New York City"
"Westchester","Greenburgh Town PD","2000",,"1,342","80","0","7","28","45","1,262","163","971","128","Non-New York City"
"Westchester","Hastings-on-Hudson Vg PD","2000",,"94","5","0","0","4","1","89","10","74","5","Non-New York City"
"Westchester","Irvington Vg PD","2000",,"41","3","0","0","0","3","38","12","25","1","Non-New York City"
"Westchester","Larchmont Vg PD","2000",,"153","4","0","0","0","4","149","19","105","25","Non-New York City"
"Westchester","Lewisboro Town PD","2000",,"83","1","0","0","1","0","82","5","76","1","Non-New York City"
"Westchester","Mamaroneck Town PD","2000",,"220","6","0","0","3","3","214","35","138","41","Non-New York City"
"Westchester","Mamaroneck Vg PD","2000",,"433","40","0","2","24","14","393","37","290","66","Non-New York City"
"Westchester","Mount Kisco Vg PD","2000",,"243","34","0","0","10","24","209","22","170","17","Non-New York City"
"Westchester","Mount Pleasant Town PD","2000",,"360","25","0","0","3","22","335","33","277","25","Non-New York City"
"Westchester","Mount Vernon City PD","2000",,"2,313","376","6","15","167","188","1,937","455","1,088","394","Non-New York City"
"Westchester","New Castle Town PD","2000",,"148","15","0","0","1","14","133","7","112","14","Non-New York City"
"Westchester","New Rochelle City PD","2000",,"1,861","212","1","6","99","106","1,649","223","1,258","168","Non-New York City"
"Westchester","North Castle Town PD","2000",,"142","6","0","0","0","6","136","12","118","6","Non-New York City"
"Westchester","Ossining Town PD","2000",,"68","11","0","1","1","9","57","4","50","3","Non-New York City"
"Westchester","Ossining Vg PD","2000",,"516","104","1","2","11","90","412","71","295","46","Non-New York City"
"Westchester","Peekskill City PD","2000",,"415","54","0","2","20","32","361","68","266","27","Non-New York City"
"Westchester","Pelham Manor Vg PD","2000",,"179","3","0","0","2","1","176","9","162","5","Non-New York City"
"Westchester","Pelham Vg PD","2000",,"141","11","0","0","4","7","130","17","105","8","Non-New York City"
"Westchester","Pleasantville Vg PD","2000",,"84","11","0","0","2","9","73","8","54","11","Non-New York City"
"Westchester","Port Chester Vg PD","2000",,"867","72","2","1","37","32","795","93","600","102","Non-New York City"
"Westchester","Rye Brook Vg PD","2000",,"150","0","0","0","0","0","150","22","117","11","Non-New York City"
"Westchester","Rye City PD","2000",,"87","0","0","0","0","0","87","10","75","2","Non-New York City"
"Westchester","Scarsdale Vg PD","2000",,"227","0","0","0","0","0","227","26","158","43","Non-New York City"
"Westchester","Sleepy Hollow Vg PD","2000",,"90","36","3","1","4","28","54","11","25","18","Non-New York City"
"Westchester","SUNY College At Purchase","2000",,"114","2","0","0","0","2","112","3","109","0","Non-New York City"
"Westchester","Tarrytown Vg PD","2000",,"188","20","0","0","4","16","168","34","118","16","Non-New York City"
"Westchester","Tuckahoe Vg PD","2000",,"94","16","0","0","0","16","78","12","41","25","Non-New York City"
"Westchester","Westchester Co Dept Pub Safety","2000",,"435","43","0","0","5","38","392","24","342","26","Non-New York City"
"Westchester","Westchester County MTA","2000",,"140","23","0","0","12","11","117","3","110","4","Non-New York City"
"Westchester","Westchester County Park PD","2000",,"14","5","0","0","1","4","9","0","8","1","Non-New York City"
"Westchester","Westchester County State Police","2000",,"571","101","0","5","4","92","470","93","338","39","Non-New York City"
"Westchester","White Plains City PD","2000",,"2,381","193","1","8","67","117","2,188","212","1,855","121","Non-New York City"
"Westchester","Yonkers City PD","2000",,"5,680","981","16","37","465","463","4,699","860","2,789","1,050","Non-New York City"
"Westchester","Yorktown Town PD","2000",,"724","35","1","5","9","20","689","73","590","26","Non-New York City"
"Wyoming","Arcade Vg PD","2000",,"69","7","0","0","0","7","62","10","49","3","Non-New York City"
"Wyoming","Attica Vg PD","2000",,"111","1","0","0","0","1","110","7","102","1","Non-New York City"
"Wyoming","County Total","2000",,"1,124","113","3","9","7","94","1,011","388","590","33","Non-New York City"
"Wyoming","Perry Vg PD","2000",,"129","5","0","0","2","3","124","27","96","1","Non-New York City"
"Wyoming","Warsaw Vg PD","2000",,"120","17","0","1","1","15","103","16","87","0","Non-New York City"
"Wyoming","Wyoming County Park PD","2000",,"9","0","0","0","0","0","9","0","9","0","Non-New York City"
"Wyoming","Wyoming County Sheriff","2000",,"609","58","2","1","4","51","551","308","215","28","Non-New York City"
"Wyoming","Wyoming County State Police","2000",,"77","25","1","7","0","17","52","20","32","0","Non-New York City"
"Yates","County Total","2000",,"348","26","1","3","2","20","322","86","222","14","Non-New York City"
"Yates","Penn Yan Vg PD","2000",,"132","13","0","2","0","11","119","19","95","5","Non-New York City"
"Yates","Yates County Sheriff","2000",,"183","13","1","1","2","9","170","53","109","8","Non-New York City"
"Yates","Yates County State Police","2000",,"33","0","0","0","0","0","33","14","18","1","Non-New York City"
"Albany","Albany City PD","1999",,"7,475","897","12","46","376","463","6,578","1,826","4,324","428","Non-New York City"
"Albany","Albany County Park PD","1999",,"16","0","0","0","0","0","16","1","15","0","Non-New York City"
"Albany","Albany County Sheriff","1999",,"70","1","0","0","1","0","69","35","30","4","Non-New York City"
"Albany","Albany County State Police","1999",,"463","19","0","2","2","15","444","39","391","14","Non-New York City"
"Albany","Altamont Vg PD","1999",,"4","2","0","0","0","2","2","1","1","0","Non-New York City"
"Albany","Bethlehem Town PD","1999",,"586","26","0","2","6","18","560","119","427","14","Non-New York City"
"Albany","Coeymans Town PD","1999",,"42","4","0","0","1","3","38","9","27","2","Non-New York City"
"Albany","Cohoes City PD","1999",,"455","26","1","6","8","11","429","128","254","47","Non-New York City"
"Albany","Colonie Town PD","1999",,"3,238","70","0","7","32","31","3,168","495","2,585","88","Non-New York City"
"Albany","County Total","1999",,"14,145","1,133","13","73","435","612","13,012","2,845","9,509","658","Non-New York City"
"Albany","Green Island Vg PD","1999",,"45","12","0","1","1","10","33","5","24","4","Non-New York City"
"Albany","Guilderland Town PD","1999",,"983","25","0","4","3","18","958","91","841","26","Non-New York City"
"Albany","Menands Vg PD","1999",,"112","2","0","0","0","2","110","14","82","14","Non-New York City"
"Albany","Ravena Vg PD","1999",,"33","5","0","1","0","4","28","2","26","0","Non-New York City"
"Albany","SUNY - Albany","1999",,"305","4","0","0","1","3","301","14","281","6","Non-New York City"
"Albany","Watervliet City PD","1999",,"318","40","0","4","4","32","278","66","201","11","Non-New York City"
"Allegany","Alfred Vg PD","1999",,"72","7","0","0","0","7","65","14","49","2","Non-New York City"
"Allegany","Allegany County Sheriff","1999",,"18","7","0","1","0","6","11","4","4","3","Non-New York City"
"Allegany","Allegany County State Police","1999",,"292","39","0","4","2","33","253","95","147","11","Non-New York City"
"Allegany","Angelica Vg PD","1999",,"8","3","0","0","0","3","5","2","3","0","Non-New York City"
"Allegany","Belmont Vg PD","1999",,"3","1","0","0","0","1","2","1","1","0","Non-New York City"
"Allegany","Bolivar Vg PD","1999",,"10","0","0","0","0","0","10","1","9","0","Non-New York City"
"Allegany","County Total","1999",,"759","94","0","5","2","87","665","182","459","24","Non-New York City"
"Allegany","Cuba Town PD","1999",,"56","3","0","0","0","3","53","13","38","2","Non-New York City"
"Allegany","Friendship Town PD","1999",,"29","6","0","0","0","6","23","9","10","4","Non-New York City"
"Allegany","SUNY College At Alfred","1999",,"129","10","0","0","0","10","119","30","89","0","Non-New York City"
"Allegany","Wellsville Vg PD","1999",,"142","18","0","0","0","18","124","13","109","2","Non-New York City"
"Bronx","County Total","1999",,"49,928","16,820","139","408","6,836","9,437","33,108","7,582","18,376","7,150","New York City"
"Broome","Binghamton City PD","1999",,"2,355","163","3","19","60","81","2,192","286","1,839","67","Non-New York City"
"Broome","Broome County Park PD","1999",,"6","0","0","0","0","0","6","1","5","0","Non-New York City"
"Broome","Broome County (RR-NS)","1999",,"4","0","0","0","0","0","4","0","4","0","Non-New York City"
"Broome","Broome County Sheriff","1999",,"1,024","29","0","6","4","19","995","185","781","29","Non-New York City"
"Broome","Broome County State Police","1999",,"615","77","0","5","9","63","538","146","382","10","Non-New York City"
"Broome","County Total","1999",,"6,049","386","5","45","94","242","5,663","954","4,571","138","Non-New York City"
"Broome","Deposit Vg PD","1999",,"11","8","0","0","0","8","3","3","0","0","Non-New York City"
"Broome","Endicott Vg PD","1999",,"659","35","1","9","5","20","624","92","515","17","Non-New York City"
"Broome","Johnson City Vg PD","1999",,"649","46","1","3","13","29","603","99","497","7","Non-New York City"
"Broome","Port Dickinson Vg PD","1999",,"13","0","0","0","0","0","13","0","12","1","Non-New York City"
"Broome","SUNY - Binghamton","1999",,"323","8","0","2","1","5","315","109","205","1","Non-New York City"
"Broome","Vestal Town PD","1999",,"390","20","0","1","2","17","370","33","331","6","Non-New York City"
"Cattaraugus","Allegany Vg PD","1999",,"82","10","0","0","0","10","72","9","63","0","Non-New York City"
"Cattaraugus","Cattaraugus County Park PD","1999",,"15","0","0","0","0","0","15","0","15","0","Non-New York City"
"Cattaraugus","Cattaraugus County (RR-NS)","1999",,"2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Cattaraugus","Cattaraugus County Sheriff","1999",,"346","24","1","2","0","21","322","95","210","17","Non-New York City"
"Cattaraugus","Cattaraugus County State Police","1999",,"356","37","1","0","0","36","319","89","220","10","Non-New York City"
"Cattaraugus","County Total","1999",,"1,716","176","3","10","8","155","1,540","307","1,184","49","Non-New York City"
"Cattaraugus","Ellicottville Town PD","1999",,"118","8","0","0","0","8","110","5","103","2","Non-New York City"
"Cattaraugus","Olean City PD","1999",,"456","11","0","2","4","5","445","49","383","13","Non-New York City"
"Cattaraugus","Portville Vg PD","1999",,"4","0","0","0","0","0","4","0","4","0","Non-New York City"
"Cattaraugus","Salamanca City PD","1999",,"337","86","1","6","4","75","251","60","184","7","Non-New York City"
"Cayuga","Auburn City PD","1999",,"1,259","59","0","11","18","30","1,200","190","995","15","Non-New York City"
"Cayuga","Cayuga County Park PD","1999",,"10","0","0","0","0","0","10","0","10","0","Non-New York City"
"Cayuga","Cayuga County Sheriff","1999",,"276","22","1","2","0","19","254","70","179","5","Non-New York City"
"Cayuga","Cayuga County State Police","1999",,"374","87","0","0","2","85","287","74","205","8","Non-New York City"
"Cayuga","County Total","1999",,"1,996","179","1","13","22","143","1,817","342","1,444","31","Non-New York City"
"Cayuga","Moravia Vg PD","1999",,"11","3","0","0","0","3","8","0","8","0","Non-New York City"
"Cayuga","Port Byron Vg PD","1999",,"37","7","0","0","2","5","30","7","22","1","Non-New York City"
"Cayuga","Weedsport Vg PD","1999",,"29","1","0","0","0","1","28","1","25","2","Non-New York City"
"Chautauqua","Carroll Town PD","1999",,"41","7","0","0","0","7","34","12","22","0","Non-New York City"
"Chautauqua","Chautauqua County Park PD","1999",,"2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Chautauqua","Chautauqua County (RR-NS)","1999",,"1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Chautauqua","Chautauqua County Sheriff","1999",,"898","52","0","8","2","42","846","234","581","31","Non-New York City"
"Chautauqua","Chautauqua County State Police","1999",,"262","34","1","1","1","31","228","61","158","9","Non-New York City"
"Chautauqua","County Total","1999",,"3,797","311","1","25","34","251","3,486","796","2,575","115","Non-New York City"
"Chautauqua","Dunkirk City PD","1999",,"425","55","0","2","13","40","370","66","296","8","Non-New York City"
"Chautauqua","Ellicott Town PD","1999",,"168","1","0","0","0","1","167","28","137","2","Non-New York City"
"Chautauqua","Fredonia Vg PD","1999",,"254","12","0","0","1","11","242","19","219","4","Non-New York City"
"Chautauqua","Jamestown City PD","1999",,"1,303","127","0","14","17","96","1,176","340","781","55","Non-New York City"
"Chautauqua","Lakewood-Busti PD","1999",,"156","6","0","0","0","6","150","7","143","0","Non-New York City"
"Chautauqua","Silver Creek Vg PD","1999",,"97","15","0","0","0","15","82","12","69","1","Non-New York City"
"Chautauqua","SUNY College At Fredonia","1999",,"84","0","0","0","0","0","84","5","78","1","Non-New York City"
"Chautauqua","Westfield Vg PD","1999",,"106","2","0","0","0","2","104","12","88","4","Non-New York City"
"Chemung","Chemung County (RR-NS)","1999",,"1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Chemung","Chemung County Sheriff","1999",,"407","75","1","8","5","61","332","70","246","16","Non-New York City"
"Chemung","Chemung County State Police","1999",,"369","71","2","1","8","60","298","37","250","11","Non-New York City"
"Chemung","County Total","1999",,"2,926","275","3","26","53","193","2,651","366","2,214","71","Non-New York City"
"Chemung","Elmira City PD","1999",,"1,728","110","0","15","39","56","1,618","208","1,370","40","Non-New York City"
"Chemung","Elmira Heights Vg PD","1999",,"135","12","0","1","0","11","123","16","106","1","Non-New York City"
"Chemung","Elmira Town PD","1999",,"34","0","0","0","0","0","34","4","30","0","Non-New York City"
"Chemung","Horseheads Vg PD","1999",,"213","4","0","1","1","2","209","20","186","3","Non-New York City"
"Chemung","Southport Town PD","1999",,"39","3","0","0","0","3","36","11","25","0","Non-New York City"
"Chenango","Afton Vg PD","1999",,"27","0","0","0","0","0","27","4","21","2","Non-New York City"
"Chenango","Bainbridge Vg PD","1999",,"20","3","0","0","0","3","17","6","11","0","Non-New York City"
"Chenango","Chenango County Park PD","1999",,"3","1","0","0","0","1","2","0","2","0","Non-New York City"
"Chenango","Chenango County Sheriff","1999",,"478","79","1","3","1","74","399","130","262","7","Non-New York City"
"Chenango","Chenango County State Police","1999",,"211","34","0","1","0","33","177","74","99","4","Non-New York City"
"Chenango","County Total","1999",,"1,162","153","1","7","3","142","1,009","280","713","16","Non-New York City"
"Chenango","Greene Vg PD","1999",,"21","2","0","0","0","2","19","9","10","0","Non-New York City"
"Chenango","New Berlin Town PD","1999",,"2","0","0","0","0","0","2","1","1","0","Non-New York City"
"Chenango","Norwich City PD","1999",,"309","33","0","3","2","28","276","36","239","1","Non-New York City"
"Chenango","Oxford Vg PD","1999",,"52","0","0","0","0","0","52","10","40","2","Non-New York City"
"Chenango","Sherburne Vg PD","1999",,"39","1","0","0","0","1","38","10","28","0","Non-New York City"
"Clinton","Clinton County Park PD","1999",,"10","0","0","0","0","0","10","3","7","0","Non-New York City"
"Clinton","Clinton County Sheriff","1999",,"14","2","0","0","0","2","12","0","12","0","Non-New York City"
"Clinton","Clinton County State Police","1999",,"906","161","0","5","3","153","745","184","552","9","Non-New York City"
"Clinton","County Total","1999",,"1,442","214","0","5","4","205","1,228","237","970","21","Non-New York City"
"Clinton","Plattsburgh City PD","1999",,"378","42","0","0","1","41","336","38","287","11","Non-New York City"
"Clinton","Rouses Point Vg PD","1999",,"24","9","0","0","0","9","15","2","13","0","Non-New York City"
"Clinton","SUNY College At Plattsburgh","1999",,"110","0","0","0","0","0","110","10","99","1","Non-New York City"
"Columbia","Chatham Vg PD","1999",,"91","19","0","0","0","19","72","13","57","2","Non-New York City"
"Columbia","Columbia County Park PD","1999",,"7","0","0","0","0","0","7","0","7","0","Non-New York City"
"Columbia","Columbia County Sheriff","1999",,"361","22","0","3","5","14","339","82","248","9","Non-New York City"
"Columbia","Columbia County State Police","1999",,"376","45","0","0","4","41","331","81","238","12","Non-New York City"
"Columbia","Copake Town PD","1999",,"5","1","0","0","1","0","4","2","2","0","Non-New York City"
"Columbia","County Total","1999",,"1,362","200","1","4","28","167","1,162","257","872","33","Non-New York City"
"Columbia","Greenport Town PD","1999",,"85","6","0","0","1","5","79","5","74","0","Non-New York City"
"Columbia","Hudson City PD","1999",,"434","106","1","1","17","87","328","74","244","10","Non-New York City"
"Columbia","Philmont Vg PD","1999",,"3","1","0","0","0","1","2","0","2","0","Non-New York City"
"Cortland","Cortland City PD","1999",,"737","41","0","13","6","22","696","127","545","24","Non-New York City"
"Cortland","Cortland County Sheriff","1999",,"372","28","0","0","0","28","344","70","274","0","Non-New York City"
"Cortland","Cortland County State Police","1999",,"349","12","0","0","1","11","337","52","263","22","Non-New York City"
"Cortland","County Total","1999",,"1,692","86","0","14","8","64","1,606","285","1,271","50","Non-New York City"
"Cortland","Homer Vg PD","1999",,"60","4","0","0","1","3","56","11","44","1","Non-New York City"
"Cortland","Mcgraw Vg PD","1999",,"2","0","0","0","0","0","2","1","1","0","Non-New York City"
"Cortland","SUNY College At Cortland","1999",,"172","1","0","1","0","0","171","24","144","3","Non-New York City"
"Delaware","Beerston PCT (NYC-BWSP)","1999",,"1","0","0","0","0","0","1","0","1","0","Non-New York City"
"Delaware","Colchester Town PD","1999",,"9","2","0","0","0","2","7","1","6","0","Non-New York City"
"Delaware","County Total","1999",,"832","102","0","9","3","90","730","185","507","38","Non-New York City"
"Delaware","Delaware County Sheriff","1999",,"123","14","0","6","0","8","109","45","59","5","Non-New York City"
"Delaware","Delaware County State Police","1999",,"339","52","0","2","0","50","287","104","162","21","Non-New York City"
"Delaware","Delhi Vg PD","1999",,"34","4","0","0","2","2","30","0","30","0","Non-New York City"
"Delaware","Hancock Vg PD","1999",,"28","13","0","0","0","13","15","5","9","1","Non-New York City"
"Delaware","Sidney Vg PD","1999",,"217","6","0","1","1","4","211","17","185","9","Non-New York City"
"Delaware","Walton Vg PD","1999",,"81","11","0","0","0","11","70","13","55","2","Non-New York City"
"Dutchess","Beacon City PD","1999",,"437","79","1","6","21","51","358","78","251","29","Non-New York City"
"Dutchess","County Total","1999",,"6,618","603","13","45","171","374","6,015","990","4,751","274","Non-New York City"
"Dutchess","Dutchess County Park PD","1999",,"7","0","0","0","0","0","7","1","6","0","Non-New York City"
"Dutchess","Dutchess County Sheriff","1999",,"898","74","1","5","9","59","824","192","604","28","Non-New York City"
"Dutchess","Dutchess County State Police","1999",,"801","99","1","6","14","78","702","158","519","25","Non-New York City"
"Dutchess","East Fishkill Town PD","1999",,"327","5","0","0","2","3","322","39","271","12","Non-New York City"
"Dutchess","Fishkill Town PD","1999",,"332","22","0","2","0","20","310","32","269","9","Non-New York City"
"Dutchess","Fishkill Vg PD","1999",,"93","5","0","1","0","4","88","8","75","5","Non-New York City"
"Dutchess","Hyde Park Town PD","1999",,"357","19","1","5","3","10","338","52","270","16","Non-New York City"
"Dutchess","Millbrook Vg PD","1999",,"10","0","0","0","0","0","10","4","6","0","Non-New York City"
"Dutchess","Pine Plains Town PD","1999",,"24","0","0","0","0","0","24","6","18","0","Non-New York City"
"Dutchess","Poughkeepsie City PD","1999",,"1,471","173","7","13","96","57","1,298","252","957","89","Non-New York City"
"Dutchess","Poughkeepsie Town PD","1999",,"1,674","114","1","7","23","83","1,560","155","1,352","53","Non-New York City"
"Dutchess","Rhinebeck Vg PD","1999",,"3","0","0","0","0","0","3","0","3","0","Non-New York City"
"Dutchess","Wappingers Falls Vg PD","1999",,"184","13","1","0","3","9","171","13","150","8","Non-New York City"
"Erie","Akron Vg PD","1999",,"47","7","0","0","0","7","40","16","22","2","Non-New York City"
"Erie","Amherst Town PD","1999",,"2,169","75","0","5","29","41","2,094","183","1,773","138","Non-New York City"
"Erie","Angola Vg PD","1999",,"45","5","0","2","1","2","40","7","33","0","Non-New York City"
"Erie","Brant Town PD","1999",,"2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Erie","Buffalo City PD","1999",,"20,678","3,242","32","175","1,473","1,562","17,436","4,428","10,018","2,990","Non-New York City"
"Erie","Cheektowaga Town PD","1999",,"2,998","114","0","17","48","49","2,884","469","2,173","242","Non-New York City"
"Erie","County Total","1999",,"35,890","4,162","34","242","1,666","2,220","31,728","6,754","21,090","3,884","Non-New York City"
"Erie","Depew Vg PD","1999",,"520","19","0","3","9","7","501","86","380","35","Non-New York City"
"Erie","East Aurora-Town Of Aurora PD","1999",,"193","5","0","1","3","1","188","24","161","3","Non-New York City"
"Erie","Eden Town PD","1999",,"147","4","0","0","1","3","143","23","110","10","Non-New York City"
"Erie","Erie County Park PD","1999",,"8","0","0","0","0","0","8","1","7","0","Non-New York City"
"Erie","Erie County (RR-NS)","1999",,"26","0","0","0","0","0","26","15","6","5","Non-New York City"
"Erie","Erie County Sheriff","1999",,"1,000","63","1","2","5","55","937","175","749","13","Non-New York City"
"Erie","Erie County State Police","1999",,"646","80","0","1","5","74","566","135","391","40","Non-New York City"
"Erie","Evans Town PD","1999",,"327","14","0","3","2","9","313","57","230","26","Non-New York City"
"Erie","Gowanda Vg PD","1999",,"46","1","0","0","0","1","45","8","35","2","Non-New York City"
"Erie","Hamburg Town PD","1999",,"1,592","170","0","4","18","148","1,422","249","1,136","37","Non-New York City"
"Erie","Hamburg Vg PD","1999",,"228","6","0","2","2","2","222","55","158","9","Non-New York City"
"Erie","Kenmore Vg PD","1999",,"322","27","0","2","10","15","295","48","229","18","Non-New York City"
"Erie","Lackawanna City PD","1999",,"565","56","1","4","17","34","509","107","314","88","Non-New York City"
"Erie","Lancaster Town PD","1999",,"335","5","0","0","1","4","330","46","264","20","Non-New York City"
"Erie","Lancaster Vg PD","1999",,"179","7","0","0","1","6","172","57","105","10","Non-New York City"
"Erie","Orchard Park Town PD","1999",,"574","11","0","1","1","9","563","63","472","28","Non-New York City"
"Erie","SUNY College At Buffalo","1999",,"348","10","0","0","1","9","338","82","247","9","Non-New York City"
"Erie","Tonawanda City PD","1999",,"390","9","0","1","3","5","381","68","299","14","Non-New York City"
"Erie","Tonawanda Town PD","1999",,"1,344","51","0","10","20","21","1,293","190","1,006","97","Non-New York City"
"Erie","West Seneca Town PD","1999",,"1,161","181","0","9","16","156","980","162","770","48","Non-New York City"
"Essex","County Total","1999",,"649","111","1","12","2","96","538","159","357","22","Non-New York City"
"Essex","Essex County Sheriff","1999",,"1","1","0","0","0","1","0","0","0","0","Non-New York City"
"Essex","Essex County State Police","1999",,"404","77","1","12","2","62","327","120","196","11","Non-New York City"
"Essex","Lake Placid Vg PD","1999",,"110","14","0","0","0","14","96","11","82","3","Non-New York City"
"Essex","Ticonderoga Town PD","1999",,"134","19","0","0","0","19","115","28","79","8","Non-New York City"
"Franklin","County Total","1999",,"928","177","1","1","7","168","751","223","509","19","Non-New York City"
"Franklin","Franklin County Sheriff","1999",,"3","3","0","0","0","3","0","0","0","0","Non-New York City"
"Franklin","Franklin County State Police","1999",,"364","73","1","0","0","72","291","128","153","10","Non-New York City"
"Franklin","Malone Vg PD","1999",,"343","55","0","1","2","52","288","57","227","4","Non-New York City"
"Franklin","Saranac Lake Vg PD","1999",,"143","40","0","0","1","39","103","19","82","2","Non-New York City"
"Franklin","Tupper Lake Vg PD","1999",,"75","6","0","0","4","2","69","19","47","3","Non-New York City"
"Fulton","County Total","1999",,"1,532","140","0","7","11","122","1,392","344","986","62","Non-New York City"
"Fulton","Fulton County Sheriff","1999",,"427","32","0","1","0","31","395","147","232","16","Non-New York City"
"Fulton","Fulton County State Police","1999",,"116","24","0","0","1","23","92","37","52","3","Non-New York City"
"Fulton","Gloversville City PD","1999",,"648","64","0","6","7","51","584","103","449","32","Non-New York City"
"Fulton","Johnstown City PD","1999",,"308","11","0","0","3","8","297","49","238","10","Non-New York City"
"Fulton","Northville Vg PD","1999",,"33","9","0","0","0","9","24","8","15","1","Non-New York City"
"Genesee","Batavia City PD","1999",,"550","23","1","0","6","16","527","74","442","11","Non-New York City"
"Genesee","Corfu Vg PD","1999",,"2","0","0","0","0","0","2","1","1","0","Non-New York City"
"Genesee","County Total","1999",,"1,461","87","1","9","9","68","1,374","237","1,092","45","Non-New York City"
"Genesee","Genesee County Park PD","1999",,"2","0","0","0","0","0","2","0","2","0","Non-New York City"
"Genesee","Genesee County Sheriff","1999",,"663","37","0","7","2","28","626","126","484","16","Non-New York City"
"Genesee","Genesee County State Police","1999",,"159","12","0","1","1","10","147","26","105","16","Non-New York City"
"Genesee","LeRoy Vg PD","1999",,"85","15","0","1","0","14","70","10","58","2","Non-New York City"
"Greene","Athens Vg PD","1999",,"10","0","0","0","0","0","10","4","6","0","Non-New York City"
"Greene","Catskill Vg PD","1999",,"254","30","0","2","2","26","224","26","188","10","Non-New York City"
"Greene","County Total","1999",,"1,110","219","1","12","6","200","891","241","622","28","Non-New York City"
"Greene","Coxsackie Vg PD","1999",,"51","14","0","1","1","12","37","19","17","1","Non-New York City"
"Greene","Greene County Sheriff","1999",,"85","14","0","0","0","14","71","24","46","1","Non-New York City"
"Greene","Greene County State Police","1999",,"665","153","1","9","3","140","512","164","332","16","Non-New York City"
